gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj
CDKN2B	1381.140142	-1.308748049	0.153943069	-8.501506788	1.87E-17	1.28E-16
AC109583.2	4.766075103	-1.247487912	0.146796153	-8.498096787	1.93E-17	1.32E-16
AC106881.1	23.55291677	-1.189092875	0.139970003	-8.495340751	1.97E-17	1.35E-16
DAPK1	4802.407735	-1.083525568	0.127686254	-8.485843506	2.14E-17	1.46E-16
TPRG1	268.5766573	-1.384479718	0.163188876	-8.483909862	2.18E-17	1.48E-16
AC004988.1	29.03997725	-1.660267678	0.195703589	-8.483583174	2.18E-17	1.48E-16
RASGRF1	1118.928288	-2.094788467	0.247037186	-8.479648355	2.26E-17	1.53E-16
KLRF1	57.68039458	-1.582060336	0.186663087	-8.475485781	2.34E-17	1.59E-16
PGM5P4-AS1	5.620107544	-1.987171132	0.234465086	-8.475339208	2.34E-17	1.59E-16
LINC01616	2.23621921	-3.254253855	0.384483052	-8.463972188	2.58E-17	1.74E-16
MOB3B	834.3483002	-1.051850307	0.124387768	-8.456219778	2.76E-17	1.86E-16
AL161740.1	1.573208603	-3.336126562	0.394536287	-8.455816787	2.77E-17	1.86E-16
CPA3	1465.815949	-1.691926824	0.200173364	-8.452307496	2.86E-17	1.92E-16
SDC2	2590.81752	-1.115494491	0.131988309	-8.451464387	2.88E-17	1.93E-16
LINC01415	19.81701041	-1.545944914	0.182934582	-8.450807392	2.89E-17	1.94E-16
FCGR3A	5694.291147	-1.282329482	0.151754035	-8.45005195	2.91E-17	1.95E-16
KCTD16	69.37861075	-1.608820776	0.190428779	-8.448411969	2.95E-17	1.98E-16
RD3	5.895696604	-1.928462728	0.228326314	-8.446081812	3.01E-17	2.02E-16
DEFA3	3.636334248	-3.576968883	0.423701409	-8.442192565	3.11E-17	2.08E-16
HMGN2P15	18.70953488	-1.678862126	0.198938263	-8.439111225	3.20E-17	2.14E-16
OGN	455.0068276	-2.156431862	0.25558736	-8.437161623	3.25E-17	2.17E-16
PGLYRP1	5.681283773	-2.028142155	0.240437194	-8.435226367	3.31E-17	2.21E-16
TMEM139	364.2645481	-1.895084104	0.224762815	-8.431484106	3.41E-17	2.28E-16
ADAMTS15	283.0343474	-1.514419305	0.179687964	-8.42805088	3.51E-17	2.35E-16
CR381670.1	11.4898548	-1.989663465	0.236196118	-8.423777164	3.65E-17	2.43E-16
AWAT2	12.33797524	-2.60108556	0.309095861	-8.415141991	3.92E-17	2.61E-16
AL354714.3	6.460003343	-2.972538907	0.35351934	-8.408419497	4.16E-17	2.76E-16
AC245297.1	103.3525922	-1.241064853	0.147635995	-8.406248463	4.23E-17	2.81E-16
GRAPL	3.367340107	-1.445487557	0.172191846	-8.394634181	4.67E-17	3.09E-16
AP001107.9	130.8657523	-1.278182308	0.152283131	-8.393459609	4.72E-17	3.12E-16
WNT2B	226.7532856	-1.171585803	0.139870118	-8.376240897	5.46E-17	3.60E-16
GIMAP3P	1.587207922	-1.961945257	0.234332377	-8.372489037	5.64E-17	3.71E-16
ADA2	4786.804393	-1.05481004	0.125990834	-8.372117321	5.66E-17	3.72E-16
AK1	993.2038868	-1.187488293	0.141877518	-8.369812996	5.77E-17	3.79E-16
AGBL1	6.144928763	-2.932215358	0.351042335	-8.352882453	6.66E-17	4.35E-16
SMCO3	39.06047924	-1.411564682	0.169380941	-8.333668896	7.84E-17	5.09E-16
PDZRN3	537.6676478	-1.108247954	0.132996506	-8.332910262	7.89E-17	5.12E-16
CD44	17933.30204	-1.016175765	0.122012089	-8.328484296	8.19E-17	5.31E-16
LINC01031	3.102292462	-1.850388219	0.222390483	-8.320446946	8.76E-17	5.67E-16
RUNX1T1	296.6231895	-1.271761393	0.153027067	-8.310695732	9.51E-17	6.14E-16
AC011487.1	3.482043454	-1.741335304	0.209782062	-8.300687322	1.04E-16	6.67E-16
AP000866.2	66.01659272	-1.400021528	0.168884955	-8.289794225	1.13E-16	7.29E-16
CFAP161	40.54988239	-2.054472725	0.248041171	-8.282789184	1.20E-16	7.72E-16
LINC01537	13.40488136	-1.599961624	0.193175451	-8.282427271	1.21E-16	7.74E-16
AQP9	774.657337	-1.562415006	0.188675102	-8.280981393	1.22E-16	7.84E-16
FABP5P7	13.42407386	-1.835635346	0.22171983	-8.279076102	1.24E-16	7.95E-16
SCARA5	408.8028891	-2.32009399	0.280407934	-8.273995534	1.30E-16	8.29E-16
DPT	1297.100245	-1.49035773	0.180252838	-8.268151274	1.36E-16	8.69E-16
AL157895.1	32.6397672	-1.445042121	0.174827823	-8.265515716	1.39E-16	8.87E-16
CLEC1B	14.51350749	-1.756570848	0.212564568	-8.263704825	1.41E-16	9.00E-16
MGAT3-AS1	4.071043711	-2.403981621	0.291048044	-8.259741557	1.46E-16	9.30E-16
AL031665.1	1.489183647	-1.723114909	0.208633141	-8.259066145	1.47E-16	9.35E-16
VIP	9.708201499	-1.546639485	0.187292864	-8.257866595	1.48E-16	9.44E-16
RPH3A	14.17730171	-1.899827234	0.230069346	-8.257628683	1.49E-16	9.46E-16
AL603750.1	156.2899408	-1.19143202	0.144320042	-8.255485567	1.51E-16	9.62E-16
GCHFR	416.2063187	-1.027542675	0.124590338	-8.247370469	1.62E-16	1.03E-15
MATN3	575.1751711	-1.527049838	0.185179703	-8.246313249	1.63E-16	1.04E-15
CD37	1863.919429	-1.124204907	0.136346679	-8.245194665	1.65E-16	1.05E-15
GPR65	354.3461381	-1.120187532	0.135979323	-8.237925492	1.75E-16	1.11E-15
CDC42EP2	684.1267917	-1.01785912	0.123620952	-8.233710382	1.82E-16	1.15E-15
DDO	151.5050155	-1.32531429	0.161117038	-8.225786077	1.94E-16	1.23E-15
GATA5	51.51973941	-1.580861964	0.192204765	-8.224884362	1.95E-16	1.23E-15
DCHS1	1356.118593	-1.034609663	0.125801291	-8.22415774	1.97E-16	1.24E-15
NEDD4L	6020.409395	-1.005212326	0.122282577	-8.220405178	2.03E-16	1.28E-15
CFAP58	71.17123762	-1.851705056	0.225440852	-8.213706784	2.14E-16	1.35E-15
GAS1RR	16.97922672	-1.498315282	0.182451975	-8.212107764	2.17E-16	1.37E-15
P2RX1	203.5825464	-1.2142477	0.147934642	-8.208001044	2.25E-16	1.42E-15
FERMT3	2025.74264	-1.034445986	0.126139673	-8.200798063	2.39E-16	1.50E-15
DDR2	1640.824457	-1.118839139	0.136481462	-8.197737076	2.45E-16	1.54E-15
PAQR5	764.655376	-1.387389593	0.169299556	-8.194880295	2.51E-16	1.57E-15
CD53	3625.725176	-1.033120137	0.12609558	-8.193151068	2.54E-16	1.60E-15
CADM1	5646.321006	-1.386799048	0.169325029	-8.190159838	2.61E-16	1.64E-15
SIGLEC7	161.8748731	-1.212036557	0.147991729	-8.189893885	2.61E-16	1.64E-15
RAB44	29.67555481	-1.451624677	0.177444294	-8.180734603	2.82E-16	1.77E-15
C1orf21	2153.065687	-1.084681397	0.132653287	-8.176815092	2.91E-16	1.82E-15
AL034397.3	98.2895045	-1.512339213	0.18497444	-8.175936178	2.94E-16	1.84E-15
BMX	81.01957582	-1.782606131	0.218330312	-8.164721227	3.22E-16	2.01E-15
MS4A4A	1242.16479	-1.198135399	0.146981239	-8.151621289	3.59E-16	2.23E-15
PLPPR5	5.412890443	-2.452627791	0.301109032	-8.145314594	3.78E-16	2.35E-15
PLEKHH2	1186.852135	-1.289871426	0.158368701	-8.144737031	3.80E-16	2.36E-15
LRRC46	378.908758	-1.841292328	0.226085338	-8.144235901	3.82E-16	2.37E-15
FAR2	478.137131	-1.217515612	0.149494658	-8.144208137	3.82E-16	2.37E-15
OLFML2A	1359.9553	-1.17952214	0.144884316	-8.141130637	3.92E-16	2.43E-15
AC135178.2	2.264081941	-1.821794355	0.223886513	-8.137133089	4.05E-16	2.50E-15
SCGB1A1	13713.45835	-3.22162504	0.396155656	-8.132220229	4.21E-16	2.60E-15
SUSD2	11321.95123	-2.045437545	0.251551639	-8.131282914	4.25E-16	2.62E-15
PPP1R16B	907.8925668	-1.169115111	0.143818004	-8.129129039	4.32E-16	2.67E-15
EMP3	2028.448032	-1.032710957	0.127065663	-8.127380198	4.39E-16	2.71E-15
APOC1	5552.008633	-1.433091282	0.176560283	-8.116725094	4.79E-16	2.95E-15
FBXL7	465.8594815	-1.038350337	0.128040157	-8.109567833	5.08E-16	3.12E-15
PACRG	85.99237631	-2.048511859	0.252618296	-8.109119146	5.10E-16	3.13E-15
LINC02033	6.567632919	-1.363151165	0.168124592	-8.10798201	5.15E-16	3.16E-15
CFAP53	163.4579426	-1.578344803	0.194798255	-8.102458655	5.39E-16	3.30E-15
MRGPRF	315.4229165	-1.186840819	0.14651555	-8.100442736	5.48E-16	3.36E-15
TEX14	52.4985491	-1.17091735	0.14461421	-8.096834659	5.64E-16	3.45E-15
AGTR1	138.4022848	-1.822855891	0.225450401	-8.085396544	6.20E-16	3.78E-15
CCDC65	196.0350661	-1.24251832	0.153756001	-8.081104562	6.42E-16	3.91E-15
RGS22	129.9360997	-1.906901472	0.236150017	-8.074958022	6.75E-16	4.11E-15
MICU3	165.2036457	-1.050314004	0.130132206	-8.071130418	6.97E-16	4.24E-15
DKK3	4131.013712	-1.116668673	0.138411202	-8.067762292	7.16E-16	4.36E-15
PER1	5646.754563	-1.178317929	0.146086818	-8.065874444	7.27E-16	4.42E-15
AC002066.1	20.13879847	-1.902294515	0.236051839	-8.058799815	7.70E-16	4.68E-15
CX3CR1	281.5867454	-1.577828288	0.195808214	-8.058029088	7.75E-16	4.71E-15
C9orf24	271.4954608	-2.387662505	0.296421845	-8.054947845	7.95E-16	4.82E-15
AC145124.1	13.31258905	-1.410903311	0.175225916	-8.051910033	8.15E-16	4.94E-15
CDH23	299.7928292	-1.243139693	0.154444205	-8.049118413	8.34E-16	5.05E-15
RGS5	4921.646828	-1.08063112	0.134259318	-8.048835149	8.36E-16	5.06E-15
AL442663.3	10.20250206	-1.009498435	0.12544122	-8.04758147	8.44E-16	5.12E-15
FO393415.1	5.533309129	-2.281678811	0.283586473	-8.04579565	8.57E-16	5.19E-15
LRRC25	535.0841969	-1.075164989	0.133635968	-8.045476142	8.59E-16	5.20E-15
C11orf21	113.2291092	-1.329913325	0.165304743	-8.045221834	8.61E-16	5.21E-15
CHI3L2	1082.040926	-1.746753762	0.217204453	-8.041979522	8.84E-16	5.35E-15
TSPAN7	1502.716205	-1.754825955	0.218291077	-8.038926634	9.06E-16	5.48E-15
PRRG3	58.38537583	-1.449529511	0.180343637	-8.037597211	9.16E-16	5.53E-15
LEFTY2	61.1510921	-1.915059272	0.238364896	-8.034149771	9.42E-16	5.69E-15
AC005180.1	4.515887528	-1.695494751	0.211371768	-8.021386992	1.05E-15	6.30E-15
SMAD9	513.5118364	-1.428967715	0.178153154	-8.021007125	1.05E-15	6.32E-15
KCNE1	53.2555271	-1.587538268	0.198031931	-8.016577222	1.09E-15	6.55E-15
TBC1D2	2799.689468	-1.05545232	0.131674103	-8.015640874	1.10E-15	6.59E-15
ACR	10.3605614	-1.498317927	0.186983662	-8.013095417	1.12E-15	6.73E-15
NFASC	498.5067001	-1.361790878	0.169968326	-8.012027338	1.13E-15	6.79E-15
SMIM10L2B	91.65568494	-1.05679736	0.131918538	-8.010984452	1.14E-15	6.84E-15
ERVFRD-1	22.04801356	-1.91983642	0.239720656	-8.008639953	1.16E-15	6.97E-15
REPS2	1128.962885	-1.066010989	0.133318452	-7.995974857	1.29E-15	7.70E-15
LAIR1	2087.199943	-1.068957081	0.133687592	-7.995933408	1.29E-15	7.70E-15
LINC02265	10.62936491	-2.012643028	0.251904964	-7.989691821	1.35E-15	8.09E-15
ZBTB16	399.1850802	-2.123284347	0.265869152	-7.986200485	1.39E-15	8.31E-15
AJAP1	44.09897838	-1.822075813	0.228251976	-7.982738385	1.43E-15	8.54E-15
LINC02605	54.69779108	-1.769903527	0.221775157	-7.980621233	1.46E-15	8.68E-15
LINC01140	48.67458408	-1.103622647	0.138388347	-7.974823513	1.53E-15	9.09E-15
C7	5289.399958	-1.789501797	0.224457645	-7.972558923	1.55E-15	9.25E-15
AC226101.1	1.779606108	-2.196452026	0.275506177	-7.97242388	1.56E-15	9.26E-15
GRAMD2A	1151.824868	-1.320586245	0.16567441	-7.970972986	1.57E-15	9.36E-15
LRRC4B	98.38514124	-1.329847958	0.166844855	-7.970566162	1.58E-15	9.39E-15
LINC00622	23.36803975	-1.249926452	0.156851255	-7.968864867	1.60E-15	9.52E-15
TTLL7	370.3496319	-1.508702064	0.189574627	-7.958354367	1.74E-15	1.03E-14
ASGR1	189.3241042	-1.197573538	0.150641104	-7.949845751	1.87E-15	1.10E-14
TCTEX1D1	82.58604946	-1.645948515	0.207182066	-7.944454596	1.95E-15	1.15E-14
LRRC18	39.44022016	-2.183168128	0.274924774	-7.940965441	2.01E-15	1.18E-14
AL158211.5	28.75328223	-1.21298889	0.152798396	-7.938492322	2.05E-15	1.21E-14
C19orf38	146.5104276	-1.079205696	0.135970396	-7.937063738	2.07E-15	1.22E-14
AC013457.1	51.2165527	-3.148118368	0.396681029	-7.936145511	2.09E-15	1.23E-14
BCL2A1	557.5764265	-1.236167227	0.155787941	-7.934935267	2.11E-15	1.24E-14
AC105749.1	24.97367755	-1.103120342	0.139130174	-7.928692318	2.21E-15	1.30E-14
AC083949.1	20.99716753	-1.38470912	0.174713898	-7.925580833	2.27E-15	1.33E-14
AP003064.2	9.19865811	-2.377831258	0.300168296	-7.92166025	2.34E-15	1.38E-14
FOXF2	392.4980929	-1.246751898	0.15743772	-7.919016482	2.39E-15	1.40E-14
SGCE	1389.56952	-1.0833903	0.136897254	-7.913893573	2.49E-15	1.46E-14
PNMA8C	2.341402829	-2.126797615	0.268881456	-7.909796561	2.58E-15	1.51E-14
PYGM	66.5771458	-1.197505047	0.151677467	-7.895075451	2.90E-15	1.69E-14
LINC02147	2.996899012	-1.747272374	0.221510273	-7.887997015	3.07E-15	1.79E-14
TINCR	184.5140533	-1.974303392	0.2504759	-7.882208991	3.22E-15	1.87E-14
ZC3H12B	85.11824693	-1.075077034	0.136415542	-7.880898474	3.25E-15	1.89E-14
CCDC13	62.76601502	-1.381361837	0.175295818	-7.880175666	3.27E-15	1.90E-14
CPB2	512.9023615	-2.714357764	0.344563091	-7.877679988	3.34E-15	1.94E-14
ACSBG1	39.27799778	-1.560810658	0.198261411	-7.872488379	3.48E-15	2.02E-14
GNG7	432.4412073	-1.05827867	0.134473543	-7.869790949	3.55E-15	2.06E-14
ZMYND10	558.0244527	-1.934075717	0.245766376	-7.869570062	3.56E-15	2.06E-14
ADCY8	40.10854165	-3.342973767	0.425013122	-7.86557778	3.67E-15	2.13E-14
AXL	3040.228602	-1.0031978	0.12756618	-7.864136113	3.72E-15	2.15E-14
PDZRN4	27.87235325	-1.761953836	0.224519229	-7.84767453	4.24E-15	2.44E-14
PHF24	18.92482213	-1.160252705	0.147869246	-7.846477462	4.28E-15	2.46E-14
SIGLEC6	56.98127274	-1.528761034	0.194932185	-7.84252755	4.42E-15	2.54E-14
PPP4R4	101.3280068	-1.748105394	0.223104209	-7.835376149	4.67E-15	2.68E-14
SLC8A3	28.72863154	-1.534797146	0.196015978	-7.829959389	4.88E-15	2.80E-14
PRF1	883.3144612	-1.287398725	0.164420035	-7.829938281	4.88E-15	2.80E-14
DRC3	374.8320748	-1.34515668	0.171827308	-7.828538389	4.94E-15	2.83E-14
AC120049.1	48.9020385	-1.09623794	0.140141423	-7.82236915	5.18E-15	2.97E-14
HCST	304.5407731	-1.101318041	0.140893568	-7.816666566	5.42E-15	3.10E-14
RASGRP2	387.9020181	-1.16946699	0.14971394	-7.811343375	5.66E-15	3.23E-14
CASP5	27.98282559	-1.347455514	0.172646339	-7.804715224	5.96E-15	3.40E-14
PCDH9	321.6130693	-1.875411924	0.240426878	-7.800342214	6.17E-15	3.51E-14
APOL4	838.6832667	-1.135077816	0.145579968	-7.796936815	6.34E-15	3.60E-14
HEY2	116.1140816	-1.116193954	0.143175168	-7.796002376	6.39E-15	3.63E-14
MIR23A	5.189948506	-1.92868265	0.247417114	-7.795267756	6.43E-15	3.65E-14
AC135178.1	2.261025886	-1.496719915	0.192140903	-7.789699601	6.72E-15	3.81E-14
C11orf88	151.0268006	-2.429122486	0.311857743	-7.789200503	6.74E-15	3.82E-14
AC245884.11	3.754673254	-1.605095875	0.206208983	-7.783831002	7.04E-15	3.98E-14
CFAP52	169.7139084	-2.063355593	0.265128212	-7.782482219	7.11E-15	4.02E-14
F11-AS1	17.41168935	-2.262540275	0.29092468	-7.777065438	7.42E-15	4.19E-14
RETREG1	734.8274874	-1.413682418	0.181823632	-7.775020239	7.54E-15	4.25E-14
AP003973.2	2.484325469	-1.47299038	0.189470689	-7.774238776	7.59E-15	4.28E-14
CCDC170	470.4694709	-1.609478147	0.207119309	-7.77077789	7.80E-15	4.39E-14
LINC02285	13.90483983	-1.129468485	0.145380434	-7.76905427	7.91E-15	4.45E-14
CATSPERD	40.15873521	-2.548130905	0.327993089	-7.76885547	7.92E-15	4.46E-14
IL13	4.514782715	-1.795275015	0.231091654	-7.768670921	7.93E-15	4.46E-14
LINC01354	16.2165184	-1.796350254	0.231407198	-7.762724187	8.31E-15	4.67E-14
STON1-GTF2A1L	4.631080865	-1.505209948	0.193927536	-7.761713379	8.38E-15	4.71E-14
NR5A2	216.1858211	-1.168672509	0.150605063	-7.759848741	8.50E-15	4.78E-14
AC142381.3	8.750961988	-1.142924087	0.147305947	-7.758845537	8.57E-15	4.81E-14
CTSG	81.13039524	-1.852481741	0.238997924	-7.751036962	9.11E-15	5.11E-14
OR7E36P	4.679607255	-2.530068723	0.326610337	-7.746444123	9.45E-15	5.28E-14
AC236972.3	45.65896076	-2.453982215	0.316893432	-7.743872124	9.64E-15	5.39E-14
PHEX	164.6008797	-1.254751923	0.162093712	-7.740904371	9.87E-15	5.51E-14
IL34	234.8812875	-1.28020357	0.165460955	-7.737194368	1.02E-14	5.66E-14
RN7SL336P	3.257643091	-1.494409511	0.193210001	-7.734638499	1.04E-14	5.77E-14
CDKN1C	837.6876938	-1.03418242	0.133733018	-7.733186875	1.05E-14	5.84E-14
SEMA3B	2181.245169	-1.535685212	0.198743231	-7.726981195	1.10E-14	6.12E-14
SIGLEC1	1746.588495	-1.246084485	0.161280141	-7.726211545	1.11E-14	6.16E-14
CDH19	43.39912255	-2.214915468	0.28670765	-7.725344859	1.12E-14	6.20E-14
AL354861.3	2.922996621	-2.330256691	0.301642724	-7.725220951	1.12E-14	6.20E-14
GSTA3	20.08913264	-2.520779163	0.32646407	-7.721459704	1.15E-14	6.38E-14
SIRPAP1	7.54013031	-1.292250276	0.167511182	-7.714412034	1.22E-14	6.73E-14
RBP4	439.1183665	-2.005568951	0.260029022	-7.71286581	1.23E-14	6.81E-14
CAPN11	17.88739942	-1.177988005	0.152829532	-7.707855855	1.28E-14	7.08E-14
C8B	189.770786	-2.646193352	0.343434175	-7.705096182	1.31E-14	7.22E-14
TCTEX1D4	28.02388916	-1.697942159	0.220369022	-7.704994747	1.31E-14	7.23E-14
GAS6-DT	48.57364474	-1.198054729	0.155517207	-7.703679568	1.32E-14	7.30E-14
CACNB4	196.7556108	-1.555894172	0.202177866	-7.695670168	1.41E-14	7.76E-14
AL355803.1	7.1757162	-1.088078736	0.141396648	-7.695223014	1.41E-14	7.78E-14
S1PR5	62.94788301	-1.514588012	0.196849513	-7.694141543	1.42E-14	7.85E-14
AL590560.4	4.311518706	-1.726617646	0.224426456	-7.69346749	1.43E-14	7.88E-14
SIGLEC14	258.2908808	-1.385816888	0.180189125	-7.690901924	1.46E-14	8.04E-14
CPAMD8	1675.491154	-1.606869433	0.208959533	-7.689859405	1.47E-14	8.10E-14
DUSP26	37.59538976	-1.495504736	0.194477707	-7.689851755	1.47E-14	8.10E-14
AC243772.3	2.733403653	-1.619315077	0.210657175	-7.686968553	1.51E-14	8.27E-14
REEP1	206.9854134	-1.6437191	0.21389711	-7.684625102	1.53E-14	8.42E-14
CSF2RB	1329.427888	-1.0070947	0.131123746	-7.68049059	1.58E-14	8.69E-14
TNFAIP8L2	344.2775126	-1.017781681	0.13251836	-7.680306937	1.59E-14	8.70E-14
LINC01827	5.534393454	-1.971528076	0.25716036	-7.666531805	1.77E-14	9.66E-14
AJ011932.1	3.779946956	-1.55597039	0.203083237	-7.661737202	1.83E-14	1.00E-13
ELMOD1	20.40160987	-1.64032306	0.214109353	-7.661146205	1.84E-14	1.01E-13
FRAS1	994.0498533	-1.5119974	0.197483917	-7.656306514	1.91E-14	1.04E-13
TRGJP2	4.614132335	-2.326251184	0.30385682	-7.655747805	1.92E-14	1.05E-13
AC090825.1	18.04635599	-1.102601489	0.144052208	-7.654179746	1.95E-14	1.06E-13
AC022509.4	1.652482376	-1.886300446	0.246576731	-7.649953173	2.01E-14	1.09E-13
FAM47E-STBD1	3.660166293	-1.322898407	0.17296988	-7.648143196	2.04E-14	1.11E-13
RSPH1	501.4236229	-1.772018499	0.231843806	-7.643156531	2.12E-14	1.15E-13
GRM3	7.3947489	-1.647874833	0.215644178	-7.641638401	2.14E-14	1.16E-13
KCNA10	2.217708395	-2.348795118	0.307480105	-7.638852337	2.19E-14	1.19E-13
TRPC4	35.75277491	-1.03669554	0.135739324	-7.637400222	2.22E-14	1.20E-13
LRRC49	208.7848695	-1.017835628	0.133351849	-7.632707294	2.30E-14	1.25E-13
AC011444.3	1.752264206	-1.978776335	0.259317697	-7.630703033	2.33E-14	1.26E-13
S100A12	45.57105678	-1.99802582	0.261924435	-7.628252864	2.38E-14	1.29E-13
EFNB2	2766.998649	-1.064634049	0.139582964	-7.627249205	2.40E-14	1.30E-13
GJA1	6050.118153	-1.242341698	0.162971404	-7.623065559	2.48E-14	1.34E-13
AC117489.1	11.37415249	-1.304408399	0.171149604	-7.621451453	2.51E-14	1.36E-13
PCDHB4	130.728367	-1.036860112	0.136156583	-7.615203669	2.63E-14	1.42E-13
AP001528.1	28.47536335	-1.318127959	0.173112968	-7.614264706	2.65E-14	1.43E-13
LINC00636	2.160230754	-1.619573931	0.212712226	-7.613920259	2.66E-14	1.43E-13
KIF26A	251.9156144	-1.467184028	0.192698467	-7.613885308	2.66E-14	1.43E-13
IRF8	1387.878029	-1.030539339	0.135410824	-7.610465002	2.73E-14	1.47E-13
THSD4	1210.926857	-1.075915456	0.141429268	-7.607445579	2.80E-14	1.50E-13
AP001094.1	1.528495396	-1.592798049	0.20957254	-7.600223044	2.96E-14	1.59E-13
AP002954.1	18.41174453	-1.361914933	0.179243719	-7.598118024	3.00E-14	1.61E-13
NKD2	565.3240609	-1.170996024	0.154127083	-7.597600632	3.02E-14	1.62E-13
PTP4A2P2	6.909074996	-1.134525668	0.149384863	-7.59464944	3.09E-14	1.66E-13
SLC22A4	202.8674419	-1.233903596	0.162560833	-7.590411382	3.19E-14	1.71E-13
AC090409.1	10.08227545	-1.183256507	0.15596003	-7.586921526	3.28E-14	1.75E-13
EPB41L3	1516.410057	-1.084217404	0.142920003	-7.586183773	3.29E-14	1.76E-13
AC104260.1	1.075493367	-2.174601421	0.286792697	-7.58248533	3.39E-14	1.81E-13
DYDC2	104.3378665	-1.951769653	0.257446439	-7.581264897	3.42E-14	1.83E-13
AC027277.2	13.75862611	-1.954664731	0.257840951	-7.580893275	3.43E-14	1.83E-13
NDN	863.0363709	-1.002989795	0.132415128	-7.574586142	3.60E-14	1.92E-13
DYNLRB2	83.8452815	-1.976422381	0.260943054	-7.574152091	3.61E-14	1.93E-13
AC010255.1	6.085268737	-2.017287915	0.26650802	-7.569332877	3.75E-14	2.00E-13
AP005264.1	3.781429498	-1.868083401	0.246853497	-7.567579236	3.80E-14	2.02E-13
COL6A5	291.3570508	-1.597518219	0.211200475	-7.563989716	3.91E-14	2.08E-13
FAM183DP	1.262053357	-2.06545086	0.273174979	-7.560907909	4.00E-14	2.13E-13
CD300E	239.9024007	-1.396251503	0.184679244	-7.560413807	4.02E-14	2.13E-13
SLC46A2	363.7651426	-1.945257317	0.257444201	-7.556034701	4.16E-14	2.20E-13
AL139339.1	4.760896705	-1.058848141	0.140133361	-7.556003319	4.16E-14	2.20E-13
NFKBIZ	2900.963469	-1.09591067	0.145059711	-7.554893541	4.19E-14	2.22E-13
EEF1A1P5	2206.340351	-1.446837299	0.191547403	-7.553416437	4.24E-14	2.25E-13
ETV1	2209.599604	-1.179863659	0.156266708	-7.550320066	4.34E-14	2.30E-13
OR14L1P	1.338000059	-1.917324548	0.253955313	-7.549850104	4.36E-14	2.31E-13
RXFP2	8.010887662	-2.776442259	0.367918603	-7.546349202	4.48E-14	2.37E-13
IMPA1P1	12.55806655	-2.403678212	0.318640579	-7.543540818	4.57E-14	2.42E-13
AL158847.1	2.406052853	-2.252617687	0.298836987	-7.537948062	4.77E-14	2.52E-13
SYNE1	5572.635442	-1.119453334	0.148578483	-7.534424314	4.90E-14	2.59E-13
C1orf194	173.2236479	-2.18900509	0.290704574	-7.529998786	5.07E-14	2.67E-13
C3orf86	17.84447399	-1.769513521	0.235079389	-7.52730185	5.18E-14	2.73E-13
PXMP4	2103.316639	-1.069411267	0.14207514	-7.527082282	5.19E-14	2.73E-13
AKT3	1289.064994	-1.013721736	0.134754189	-7.522747501	5.36E-14	2.82E-13
HMCN2	219.331138	-1.406362216	0.186986272	-7.521205719	5.43E-14	2.85E-13
MATK	255.8023654	-1.126743399	0.149908137	-7.516225731	5.64E-14	2.95E-13
HELT	4.130518181	-3.175976883	0.422628779	-7.51481452	5.70E-14	2.99E-13
KRT222	4.793059453	-1.400683442	0.186407069	-7.514111167	5.73E-14	3.00E-13
TBC1D26	3.544969357	-2.372117749	0.315971291	-7.507383794	6.03E-14	3.16E-13
MYOCD	129.058458	-1.705692045	0.227303346	-7.504034021	6.19E-14	3.23E-13
RGS16	1709.765445	-1.069959768	0.142681494	-7.498938629	6.43E-14	3.36E-13
KCNJ8	753.7139329	-1.221535712	0.162974428	-7.495260019	6.62E-14	3.45E-13
AC007688.1	3.040350061	-1.758300274	0.234904299	-7.485177076	7.15E-14	3.72E-13
PPIL6	307.1307334	-1.306618885	0.174835708	-7.473409736	7.81E-14	4.06E-13
AC079467.1	70.42077519	-2.229578459	0.298408042	-7.471576323	7.92E-14	4.11E-13
AC010998.1	11.11006164	-2.488069096	0.333510833	-7.460234723	8.64E-14	4.46E-13
EFHB	109.0914844	-1.669308075	0.223764602	-7.460107886	8.65E-14	4.47E-13
SNTN	316.4148788	-2.201970049	0.295216641	-7.458827655	8.73E-14	4.51E-13
SLC16A6	238.4338294	-1.234761834	0.16558158	-7.457120738	8.84E-14	4.56E-13
TSPAN32	104.2823492	-1.181063312	0.158464475	-7.453174064	9.11E-14	4.70E-13
AC108868.1	1.834222272	-2.142851176	0.288276622	-7.433315817	1.06E-13	5.44E-13
TMEM252	8.688903982	-1.701201295	0.228914558	-7.431599413	1.07E-13	5.51E-13
NEK5	180.6376812	-1.52931296	0.205809642	-7.430715802	1.08E-13	5.55E-13
AC024257.1	4.532110285	-2.074634325	0.279355735	-7.426496279	1.12E-13	5.72E-13
SPATA4	24.53199481	-1.992946418	0.268402377	-7.42521896	1.13E-13	5.78E-13
FAT3	126.9615169	-1.905650609	0.25667356	-7.424413358	1.13E-13	5.81E-13
SCN1A	188.0183927	-1.889251926	0.254530033	-7.422510822	1.15E-13	5.89E-13
AC004832.1	43.09228294	-2.150223862	0.290709934	-7.39645816	1.40E-13	7.14E-13
AC005324.1	1.518001857	-3.035347837	0.411014407	-7.385015667	1.52E-13	7.75E-13
SEC14L4	248.0667586	-1.550461131	0.210122073	-7.378858896	1.60E-13	8.11E-13
AC092354.1	2.929501249	-1.178003521	0.15968895	-7.376863106	1.62E-13	8.23E-13
